"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","qualtricsId","responses","invalidEntries","response0","image","imageName","naming_response","Actual.Completion.Code","age","gender","education_level","languages_besides_english","language_1","language_2","language_3","language_4","other_languages","native_language","category","category_plural","typicality_subjective","animal_name","original_image_name","source","final_image_name","final_image_name_ext","image_experiment_name","image_path"
"",2118,"survey-text-columnResponse",10,33215,"0.0-10.0","p438433","1,9,7,2,7,0,4,6","R_2lcJvfg3XrgHaUN","{""Q0"":""fish""}",0,"fish","lib/images/koi_600x600.jpg","koi","fish","VFeHRMdNAMINALqjRDgXkdSt","31","Female","Bachelor's Degree","No","","","","","","","fish","fish","typical","koi","koi_mz","https://www.flickr.com/photos/oregonstateuniversity/13311666853","koi","_600x600.jpg","koi_600x600.jpg","../images/koi_600x600.jpg"
"[{""page_index"":0,""viewing_time"":38659}]",38660,"instructions",0,38679,"0.0-0.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","",NA,"","","","","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",29809,"survey-text-columnResponse",1,68491,"0.0-1.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""Giraffe""}",0,"Giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",5131,"survey-text-columnResponse",2,73837,"0.0-2.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""cat""}",0,"cat","lib/images/toyger_600x600.jpg","toyger","cat","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","cat","cats","typical","toyger","toyger_mz_2","https://www.flickr.com/photos/erlon10/8088944726","toyger","_600x600.jpg","toyger_600x600.jpg","../images/toyger_600x600.jpg"
"",10099,"survey-text-columnResponse",3,84139,"0.0-3.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""dog""}",0,"dog","lib/images/germanshepherd_600x600.jpg","germanshepherd","dog","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","dog","dogs","typical","german shepherd","germanshepherd_mz_1","https://commons.wikimedia.org/wiki/File:02.Owczarek_niemiecki_u%C5%BCytkowy_kr%C3%B3tkow%C5%82osy_suka.jpg","germanshepherd","_600x600.jpg","germanshepherd_600x600.jpg","../images/germanshepherd_600x600.jpg"
"",24999,"survey-text-columnResponse",4,109340,"0.0-4.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""Cornish Rex""}",0,"Cornish Rex","lib/images/cornishrex_600x600.jpg","cornishrex","cornish rex","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","cat","cats","atypical","Cornish rex","cornishrex_mz_1","https://commons.wikimedia.org/wiki/File:Cornish_Rex.jpg","cornishrex","_600x600.jpg","cornishrex_600x600.jpg","../images/cornishrex_600x600.jpg"
"",22398,"survey-text-columnResponse",5,131940,"0.0-5.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""Coral reef fish""}",0,"Coral reef fish","lib/images/bluetang_600x600.jpg","bluetang","coral reef fish","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","fish","fish","typical","blue tang","bluetang_mz_2","https://unsplash.com/photos/9FvTOCfvt_w","bluetang","_600x600.jpg","bluetang_600x600.jpg","../images/bluetang_600x600.jpg"
"",5567,"survey-text-columnResponse",6,137710,"0.0-6.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",30809,"survey-text-columnResponse",7,168722,"0.0-7.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""American Goldfinch""}",0,"American Goldfinch","lib/images/goldfinch_600x600.jpg","goldfinch","american goldfinch","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","bird","birds","typical","goldfinch","goldfinch_boss","BOSS","goldfinch","_600x600.jpg","goldfinch_600x600.jpg","../images/goldfinch_600x600.jpg"
"",15241,"survey-text-columnResponse",8,184166,"0.0-8.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""Toucan""}",0,"Toucan","lib/images/toucan_600x600.jpg","toucan","toucan","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","bird","birds","atypical","toucan","toucan_boss","BOSS","toucan","_600x600.jpg","toucan_600x600.jpg","../images/toucan_600x600.jpg"
"",17928,"survey-text-columnResponse",9,202297,"0.0-9.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""White sturgeon""}",0,"White sturgeon","lib/images/sturgeon_600x600.jpg","sturgeon","white sturgeon","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","fish","fish","atypical","sturgeon","sturgeon_boss","BOSS","sturgeon","_600x600.jpg","sturgeon_600x600.jpg","../images/sturgeon_600x600.jpg"
"",21925,"survey-text-columnResponse",10,224424,"0.0-10.0","p439749","7,4,1,8,6,3,8,2","R_2U4Wb0CI7vXml9z","{""Q0"":""Puli dog""}",0,"Puli dog","lib/images/sheepdog_600x600.jpg","sheepdog","puli dog","haDHCstNAMINALWzzfbCRsTl","61","Male","Bachelor's Degree","Yes","english","franch","","","","english","dog","dogs","atypical","sheepdog","sheepdog_er","EmbersonRubenstein","sheepdog","_600x600.jpg","sheepdog_600x600.jpg","../images/sheepdog_600x600.jpg"
"[{""page_index"":0,""viewing_time"":13021}]",13023,"instructions",0,13043,"0.0-0.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","",NA,"","","","","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",10133,"survey-text-columnResponse",1,23185,"0.0-1.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",9265,"survey-text-columnResponse",2,32654,"0.0-2.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""dog""}",0,"dog","lib/images/foxhound_600x600.jpg","foxhound","dog","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","dog","dogs","typical","american foxhound","foxhound_mz","https://commons.wikimedia.org/wiki/File:BIR_Grupp_6-_AMERICAN_FOXHOUND,_J%C3%A4%C3%A4r%C3%A4p%C3%A4%C3%A4_Flikka_(23607404123).jpg","foxhound","_600x600.jpg","foxhound_600x600.jpg","../images/foxhound_600x600.jpg"
"",4348,"survey-text-columnResponse",3,37207,"0.0-3.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""car""}",0,"car","lib/images/egyptianmau_600x600.jpg","egyptianmau","car","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","cat","cats","typical","mau","egyptianmau_mz_1","https://commons.wikimedia.org/wiki/File:Egyptian_Mau_Bronze.jpg","egyptianmau","_600x600.jpg","egyptianmau_600x600.jpg","../images/egyptianmau_600x600.jpg"
"",3835,"survey-text-columnResponse",4,41246,"0.0-4.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""bird""}",0,"bird","lib/images/sparrow_600x600.jpg","sparrow","bird","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","bird","birds","typical","sparrow","sparrow_mz","https://commons.wikimedia.org/wiki/File:Tree_Sparrow_Japan_Flip.jpg","sparrow","_600x600.jpg","sparrow_600x600.jpg","../images/sparrow_600x600.jpg"
"",6697,"survey-text-columnResponse",5,48150,"0.0-5.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""goldfish""}",0,"goldfish","lib/images/clownfish_600x600.jpg","clownfish","goldfish","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","fish","fish","typical","clownfish","clownfish_mz","https://unsplash.com/photos/rEM3cK8F1pk","clownfish","_600x600.jpg","clownfish_600x600.jpg","../images/clownfish_600x600.jpg"
"",4166,"survey-text-columnResponse",6,52520,"0.0-6.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",14341,"survey-text-columnResponse",7,67064,"0.0-7.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""dog""}",0,"dog","lib/images/saintbernard_600x600.jpg","saintbernard","dog","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","dog","dogs","atypical","saint bernard","saintbernard_boss","BOSS","saintbernard","_600x600.jpg","saintbernard_600x600.jpg","../images/saintbernard_600x600.jpg"
"",3866,"survey-text-columnResponse",8,71136,"0.0-8.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""trout""}",0,"trout","lib/images/salmon_600x600.jpg","salmon","trout","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","fish","fish","atypical","salmon","salmon_boss","BOSS","salmon","_600x600.jpg","salmon_600x600.jpg","../images/salmon_600x600.jpg"
"",4463,"survey-text-columnResponse",9,75801,"0.0-9.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""turkey""}",0,"turkey","lib/images/turkey_600x600.jpg","turkey","turkey","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","bird","birds","atypical","turkey","turkey_boss","BOSS","turkey","_600x600.jpg","turkey_600x600.jpg","../images/turkey_600x600.jpg"
"",4888,"survey-text-columnResponse",10,80893,"0.0-10.0","p441079","8,9,2,7,5,0,5,4","R_aaQSmLjf2HnNAOZ","{""Q0"":""cat""}",0,"cat","lib/images/exotic_600x600.jpg","exotic","cat","SkyGmKLNAMINALRHkbqhJSZc","2-","Male","Some College","No","","","","","","","cat","cats","atypical","exotic","exotic_mz_1","https://commons.wikimedia.org/wiki/File:Exotic_Shorthair.jpg","exotic","_600x600.jpg","exotic_600x600.jpg","../images/exotic_600x600.jpg"
"[{""page_index"":0,""viewing_time"":6080}]",6080,"instructions",0,6115,"0.0-0.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","",NA,"","","","","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",6468,"survey-text-columnResponse",1,12584,"0.0-1.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",4308,"survey-text-columnResponse",2,17096,"0.0-2.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""husky""}",0,"husky","lib/images/husky_600x600.jpg","husky","husky","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","dog","dogs","typical","siberian husky","husky_hw","https://pixabay.com/photos/dog-husky-sled-dog-animal-2016708/","husky","_600x600.jpg","husky_600x600.jpg","../images/husky_600x600.jpg"
"",2813,"survey-text-columnResponse",3,20112,"0.0-3.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""cat""}",0,"cat","lib/images/oriental_600x600.jpg","oriental","cat","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","cat","cats","atypical","oriental","oriental_mz","https://en.wikipedia.org/wiki/File:Fatale_de_la_l%C3%A9gende_d%27ali.jpg","oriental","_600x600.jpg","oriental_600x600.jpg","../images/oriental_600x600.jpg"
"",3235,"survey-text-columnResponse",4,23552,"0.0-4.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""fish""}",0,"fish","lib/images/betafish_600x600.jpg","betafish","fish","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","fish","fish","atypical","beta  fish","betafish_mz_1","https://commons.wikimedia.org/wiki/File:Male_Betta_-34245661920.jpg","betafish","_600x600.jpg","betafish_600x600.jpg","../images/betafish_600x600.jpg"
"",2701,"survey-text-columnResponse",5,26456,"0.0-5.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""bird""}",0,"bird","lib/images/cedarwaxwing_600x600.jpg","cedarwaxwing","bird","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","bird","birds","typical","cedar wax wing","cedarwaxwing_boss","BOSS","cedarwaxwing","_600x600.jpg","cedarwaxwing_600x600.jpg","../images/cedarwaxwing_600x600.jpg"
"",4077,"survey-text-columnResponse",6,30735,"0.0-6.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",3486,"survey-text-columnResponse",7,34424,"0.0-7.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""fish""}",0,"fish","lib/images/clownfish_600x600.jpg","clownfish","fish","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","fish","fish","typical","clownfish","clownfish_mz","https://unsplash.com/photos/rEM3cK8F1pk","clownfish","_600x600.jpg","clownfish_600x600.jpg","../images/clownfish_600x600.jpg"
"",2662,"survey-text-columnResponse",8,37287,"0.0-8.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""dog""}",0,"dog","lib/images/saintbernard_600x600.jpg","saintbernard","dog","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","dog","dogs","atypical","saint bernard","saintbernard_boss","BOSS","saintbernard","_600x600.jpg","saintbernard_600x600.jpg","../images/saintbernard_600x600.jpg"
"",2652,"survey-text-columnResponse",9,40144,"0.0-9.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""cat""}",0,"cat","lib/images/bengal_600x600.jpg","bengal","cat","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","cat","cats","typical","bengal","bengal_mz_4","https://commons.wikimedia.org/wiki/File:Brown_spotted_tabby_bengal_cat.jpg","bengal","_600x600.jpg","bengal_600x600.jpg","../images/bengal_600x600.jpg"
"",5678,"survey-text-columnResponse",10,46023,"0.0-10.0","p449438","7,2,3,1,5,7,0,4","R_2fB9VqiUskzPZol","{""Q0"":""toucan""}",0,"toucan","lib/images/toucan_600x600.jpg","toucan","toucan","rAyRJDHNAMINALKrcdHNcNRc","40","Female","Masters Degree","No","","","","","","","bird","birds","atypical","toucan","toucan_boss","BOSS","toucan","_600x600.jpg","toucan_600x600.jpg","../images/toucan_600x600.jpg"
"[{""page_index"":0,""viewing_time"":6353}]",6354,"instructions",0,6383,"0.0-0.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","",NA,"","","","","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",35600,"survey-text-columnResponse",1,41988,"0.0-1.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",5938,"survey-text-columnResponse",2,48138,"0.0-2.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Cat""}",0,"Cat","lib/images/chartreux_600x600.jpg","chartreux","cat","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","cat","cats","typical","chartreux","chartreux_mz_2","https://www.pexels.com/photo/animals-cat-chartreux-mieze-357182/","chartreux","_600x600.jpg","chartreux_600x600.jpg","../images/chartreux_600x600.jpg"
"",5115,"survey-text-columnResponse",3,53459,"0.0-3.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Dog""}",0,"Dog","lib/images/foxhound_600x600.jpg","foxhound","dog","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","dog","dogs","typical","american foxhound","foxhound_mz","https://commons.wikimedia.org/wiki/File:BIR_Grupp_6-_AMERICAN_FOXHOUND,_J%C3%A4%C3%A4r%C3%A4p%C3%A4%C3%A4_Flikka_(23607404123).jpg","foxhound","_600x600.jpg","foxhound_600x600.jpg","../images/foxhound_600x600.jpg"
"",5031,"survey-text-columnResponse",4,58790,"0.0-4.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Fish""}",0,"Fish","lib/images/goldfish_600x600.jpg","goldfish","fish","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","fish","fish","typical","goldfish","goldfish_hw","https://pixabay.com/photos/veiltail-fish-goldfish-swim-11453/","goldfish","_600x600.jpg","goldfish_600x600.jpg","../images/goldfish_600x600.jpg"
"",21842,"survey-text-columnResponse",5,80844,"0.0-5.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Kookaburra""}",0,"Kookaburra","lib/images/kookaburra_600x600.jpg","kookaburra","kookaburra","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","bird","birds","atypical","kookaburra","kookaburra_mz_1","https://unsplash.com/photos/TwQP2gDmUJA","kookaburra","_600x600.jpg","kookaburra_600x600.jpg","../images/kookaburra_600x600.jpg"
"",5708,"survey-text-columnResponse",6,86764,"0.0-6.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Horse""}",0,"Horse","lib/images/horse.jpg","horse.jpg","horse","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",22482,"survey-text-columnResponse",7,109461,"0.0-7.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Freshwater whipray""}",0,"Freshwater whipray","lib/images/stingray_600x600.jpg","stingray","freshwater whipray","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","fish","fish","atypical","stingray","stingray_boss","BOSS","stingray","_600x600.jpg","stingray_600x600.jpg","../images/stingray_600x600.jpg"
"",20293,"survey-text-columnResponse",8,130103,"0.0-8.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""seagull standing""}",0,"seagull standing","lib/images/seagull_600x600.jpg","seagull","seagull standing","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","bird","birds","typical","seagull","seagull_mz","https://unsplash.com/photos/qrP9Q4ttNLs","seagull","_600x600.jpg","seagull_600x600.jpg","../images/seagull_600x600.jpg"
"",8220,"survey-text-columnResponse",9,138529,"0.0-9.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Cat""}",0,"Cat","lib/images/siberian_600x600.jpg","siberian","cat","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","cat","cats","atypical","siberian","siberian_mz_3","https://commons.wikimedia.org/wiki/File:Siberian_Forest_Cat.jpg","siberian","_600x600.jpg","siberian_600x600.jpg","../images/siberian_600x600.jpg"
"",6708,"survey-text-columnResponse",10,145544,"0.0-10.0","p451849","2,8,6,5,2,0,7,5","R_3G7FwQ9mEnU5RNO","{""Q0"":""Dog""}",0,"Dog","lib/images/chihuahua_600x600.jpg","chihuahua","dog","YinSTBpNAMINALMbrMNWuCcL","50","Male","Bachelor's Degree","Yes","English","French","","","","english","dog","dogs","atypical","chihuahua","chihuahua_mz_4","https://www.pxfuel.com/en/free-photo-ojhbm","chihuahua","_600x600.jpg","chihuahua_600x600.jpg","../images/chihuahua_600x600.jpg"
"[{""page_index"":0,""viewing_time"":20949}]",20950,"instructions",0,20969,"0.0-0.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","",NA,"","","","","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",12582,"survey-text-columnResponse",1,33555,"0.0-1.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",12786,"survey-text-columnResponse",2,46578,"0.0-2.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""dog""}",0,"dog","lib/images/sheepdog_600x600.jpg","sheepdog","dog","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","dog","dogs","atypical","sheepdog","sheepdog_er","EmbersonRubenstein","sheepdog","_600x600.jpg","sheepdog_600x600.jpg","../images/sheepdog_600x600.jpg"
"",16448,"survey-text-columnResponse",3,63236,"0.0-3.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""hawk""}",0,"hawk","lib/images/falcon_600x600.jpg","falcon","hawk","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","bird","birds","typical","falcon","falcon_mz_1","https://upload.wikimedia.org/wikipedia/commons/9/9a/Falco_peregrinus_good_-_Christopher_Watson.jpg","falcon","_600x600.jpg","falcon_600x600.jpg","../images/falcon_600x600.jpg"
"",8909,"survey-text-columnResponse",4,72348,"0.0-4.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""cat""}",0,"cat","lib/images/burmese_600x600.jpg","burmese","cat","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","cat","cats","typical","burmese","burmese_hw","https://pixabay.com/photos/animals-cute-cat-pet-breed-burmese-3273782/","burmese","_600x600.jpg","burmese_600x600.jpg","../images/burmese_600x600.jpg"
"",9210,"survey-text-columnResponse",5,81760,"0.0-5.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""dog""}",0,"dog","lib/images/labrador_600x600.jpg","labrador","dog","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","dog","dogs","typical","labrador retriever","labrador_mz_1","https://commons.wikimedia.org/wiki/File:Black_labrador_retriever.jpg","labrador","_600x600.jpg","labrador_600x600.jpg","../images/labrador_600x600.jpg"
"",27398,"survey-text-columnResponse",6,109360,"0.0-6.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",12084,"survey-text-columnResponse",7,121645,"0.0-7.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""toucan""}",0,"toucan","lib/images/toucan_600x600.jpg","toucan","toucan","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","bird","birds","atypical","toucan","toucan_boss","BOSS","toucan","_600x600.jpg","toucan_600x600.jpg","../images/toucan_600x600.jpg"
"",6665,"survey-text-columnResponse",8,128512,"0.0-8.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""cat""}",0,"cat","lib/images/sandcat_600x600.jpg","sandcat","cat","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","cat","cats","atypical","sandcat","sandcat_mz","https://upload.wikimedia.org/wikipedia/commons/7/70/Sand_cat_%284571207173%29.jpg","sandcat","_600x600.jpg","sandcat_600x600.jpg","../images/sandcat_600x600.jpg"
"",20554,"survey-text-columnResponse",9,149268,"0.0-9.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""fish""}",0,"fish","lib/images/lionfish_600x600.jpg","lionfish","fish","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","fish","fish","atypical","lion fish","lionfish_mz","https://unsplash.com/photos/gULJzSnDuZU","lionfish","_600x600.jpg","lionfish_600x600.jpg","../images/lionfish_600x600.jpg"
"",17272,"survey-text-columnResponse",10,166742,"0.0-10.0","p45758","7,3,4,4,6,5,3,0","R_1K13Wxb9RAK3xWv","{""Q0"":""fish""}",0,"fish","lib/images/angelfish_600x600.jpg","angelfish","fish","iVtKuGvNAMINALeACutAWZlJ","44","Male","Bachelor's Degree","No","","","","","","","fish","fish","typical","angelfish","angelfish_mz_2","https://www.pexels.com/photo/angel-fish-blueface-angel-coral-marine-fish-1699246/","angelfish","_600x600.jpg","angelfish_600x600.jpg","../images/angelfish_600x600.jpg"
"[{""page_index"":0,""viewing_time"":7418}]",7419,"instructions",0,7433,"0.0-0.0","p457734","4,0,3,8,0,3,8,1","R_e3uoIBmms6AwSl3","",NA,"","","","","iIlatyPNAMINALFgWQLRugTY","58","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",5918,"survey-text-columnResponse",1,13353,"0.0-1.0","p457734","4,0,3,8,0,3,8,1","R_e3uoIBmms6AwSl3","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","iIlatyPNAMINALFgWQLRugTY","58","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
